glytoucan_acc	glytoucan_type	glycan_mass	glycan_permass	base_composition	composition	topology	monosaccharides
G37120MU	Topology	1786.65008149	2221.13523366	G83555HU	G01924ZE	G37120MU	10
G37125WK	Saccharide	820.29608631	1030.53083736	G42932DS	G58879PQ	G22933CR	4
G37126IL	Saccharide	463.099575395	561.209125885	G06461TM	G80869MR	G60124CM	2
G37127GQ	Topology	2192.8088267	2711.38787929	G69364JQ	G95640AM	G37127GQ	12
G37135JQ	Saccharide	1558.53907441	1964.99292644	G31852PQ	G45552IY	G82308RC	9
G37137WW	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G24371QT	3
G37140SO	Saccharide	1925.72464343	2374.22544568	G73430PD	G53049OY	G06204HC	10
G37144IS	Topology	1542.50124908	1878.87685076	G54168YD	G30154JG	G37144IS	8
G37151JQ	BaseComposition	3041.06344213	3783.89289584	G37151JQ			15
G37158JR	Topology	1234.43342741	1556.79337902	G02815KT	G88150AI	G37158JR	7
G37158XG	Topology	3025.0685275	3753.88233114	G13300LP	G28352HT	G37158XG	15
G37162GZ	Saccharide	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G84983EE	8
G37166HP	Saccharide	2036.71894902	2541.28235154	G67733JP	G75566BJ	G72404VA	11
G37177QE	Saccharide	627.248682515	781.420833285	G40740AD	G20174EZ	G40788LX	3
G37181DS	Topology	707.248407805	903.467508785	G08590QR	G87067NW	G37181DS	4
G37184KW	Saccharide	1289.43924107	1625.81484275	G77976VJ	G94660EY	G69536IH	6
G37185HI	Saccharide	674.23817744	856.44162835	G22312GP	G19671XU	G88486YW	3
G37185WE	Saccharide	2368.80319191	2985.49179499	G59324HL	G31089UT	G17385XL	14
G37187AB	Topology	2646.97746794	3263.66607102	G34852SB	G28483HE	G37187AB	15
G37190OA	Saccharide	748.27495691	944.49405789	G63628AV	G51934ND	G57723XR	4
G37193ED	Saccharide	512.18535394	652.34185464	G87636JF	G77854OM	G08178PQ	2
G37197AN	Topology	869.301231305	1107.56728249	G15666IG	G13628FE	G37197AN	5
G37197CE	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G95986XI	4
G37206AU	Saccharide	2296.81978536	2857.44578816	G52478RN	G52223PR	G81089BD	12
G37216UM	Saccharide	748.27495691	944.49405789	G53434XO	G13934DF	G86427WL	4
G37222TA	Topology	3158.16757291	3886.98137656	G38680WX	G52868DV	G37222TA	18
G37225WD	Saccharide	748.27495691	944.49405789	G53434XO	G13934DF	G32001GS	4
G37231JH	Saccharide	953.369979585	1205.65168084	G98533XR	G07210YT	G09071DK	5
G37238KB	Saccharide	1583.57070888	1976.00891084	G15486FH	G23179JZ	G19860ZP	9
G37239FO	Saccharide	1331.48619128	1653.84614289	G52927ST	G09858ME	G66945SJ	7
G37246BZ	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G93921SI	4
G37246GN	Topology	1509.53392942	1887.9564813	G40309AV	G87346MV	G37246GN	8
G37246QU	Saccharide	1989.60590985	2410.07541195	G72778MC	G37246QU		10
G37254LM	Saccharide	4046.42833634	5013.50819118	G22870HL	G55455VT	G73529JB	20
G37260FV	Saccharide	2239.79832162	2786.40867436	G92357TM	G39456KE	G35622MN	12
G37260VJ	Saccharide	2368.84091476	2943.48256763	G42039FI	G83385WA	G69616RY	12
G37273CS	Composition	709.264057875	919.498808925	G83417AE	G37273CS		4
G37274WB	Saccharide	1218.43851278	1526.78281432	G82364UA	G32116PG	G00396DP	7
G37276TY	Saccharide	2331.88338865	2864.4780913	G31028YV	G83975FN	G76935VY	12
G37279GB	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G83914PP	3
G37281BN	Topology	2717.97819624	3362.69809945	G47847GV	G03692CL	G37281BN	14
G37283DQ	Saccharide	1302.50726106	1624.86721267	G78881HO	G03700LH	G32063IJ	7
G37284MY	Saccharide	2222.78300589	2769.39335862	G49174JP	G73366EA	G97599MN	11
G37291PT	Saccharide	1932.70799036	2395.22444267	G60923RB	G46988ER	G04181BY	11
G37296SI	Saccharide	1318.50217569	1654.87777737	G26195QL	G89516XH	G57369HU	7
G37304XT	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G37306DH	Composition	1332.48144025	1682.872692	G16593DP	G37306DH		6
G37306TB	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G05314WL	14
G37310RN	Saccharide	2370.85656483	2945.4982177	G43669FQ	G57860PF	G38876MH	13
G37319YE	Saccharide	1964.69781962	2455.24557207	G49018RC	G56302SI	G31784HW	11
G37320GX	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G37329VY	Saccharide	545.195584305	699.367735075	G46831QF	G27221EC	G17468PU	3
G37330XC	Topology	1761.61844701	2210.11924926	G13144LI	G94213WH	G37330XC	10
G37338GE	Topology	3332.15885876	4145.06656282	G74051XK	G08748WO	G37338GE	16
G37343NK	Saccharide	957.274364635	1167.50911569	G10453DD	G37343NK		4
G37353HV	Topology	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G37353HV	6
G37356AC	Topology	1551.58087963	1915.98778145	G69768VE	G74270QR	G37356AC	9
G37359EL	Saccharide	2458.87260886	3061.54556187	G53660UR	G17965US	G48521JW	13
G37363NU	Saccharide	1827.6766306	2262.16178277	G68318VE	G86996BA	G80913EA	10
G37368TD	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G93921SI	4
G37369XO	Saccharide	1437.51280002	1801.91970183	G33609NS	G38826DG	G43463XA	8
G37382BF	Topology	1302.50726106	1624.86721267	G78881HO	G03700LH	G37382BF	7
G37385IT	Saccharide	600.20139797	754.37354874	G28155JW	G75346VK	G92221IR	3
G37385TT	Saccharide	2118.77204723	2623.33544975	G26469QK	G09782NR	G87823PQ	11
G37397PF	Saccharide	828.2746822	1066.54073339	G84322TE	G87830MO	G54163HM	5
G37399XV	Saccharide	1728.60821665	2163.09336882	G68190MT	G37399XV		9
G37408MH	Topology	2880.03101973	3566.79787317	G43134TX	G71208PT	G37408MH	15
G37410BN	Saccharide	543.216319745		G23974XB	G79732HM	G53681OT	3
G37410OF	Topology	3815.39043462	4712.3920391	G12872WY	G58990YP	G37410OF	21
G37412TK	Saccharide	2263.80955499	2810.41990773	G79504ED	G37412TK		11
G37414OC	Saccharide	1363.47602054	1713.86727229	G04371QE	G75178ER	G11923HZ	7
G37419DL	Saccharide	2021.7444355	2498.27653788	G70787JZ	G82109EE	G73797MI	12
G37420XW	Saccharide	2372.8722149	2961.52951784	G83869HN	G77697FA	G63398ZF	13
G37425NA	Saccharide	342.1162117	454.24141226	G90627TW	G45116DB	G37425NA	2
G37427AX	Topology	1931.68758926	2408.21969164	G15175QG	G32207JL	G37427AX	10
G37427PW	Saccharide	1437.51280002	1801.91970183	G39446WN	G32909UL	G43463XA	8
G37438SW	Topology	2071.78255231	2548.31465468	G67367OT	G87814KJ	G37438SW	11
G37442IW	Saccharide	1712.61330202	2133.08280412	G50616BB	G25509HT		9
G37453ZD	Saccharide	1234.43342741	1556.79337902	G02815KT	G89929IA	G28020TP	7
G37467FA	Saccharide	1314.4331527	1678.84005452	G97591GH	G61307IR	G94887MJ	8
G37476QB	Saccharide	1462.54443449	1812.93568624	G25987BV	G65996UU	G87192OC	8
G37481QP	Saccharide	877.317550045	1101.56795117	G85811SG	G11785HS	G40113NV	4
G37485VW	Saccharide	2587.915202	3218.61945515	G34447YB	G60942FK	G77329AN	13
G37488LQ	Saccharide	3827.35404911	4738.37130366	G60351DX	G51146HY	G85369RB	19
G37491LV	Saccharide	2282.8405208	2843.4665236	G76915EY	G18842WA	G43140KY	12
G37492BZ	Saccharide	3170.10603527	3940.96678912	G73219XT	G13248CW	G29854DQ	15
G37492KF	Saccharide	2384.83582939	2973.49313233	G62663SV	G68400XU	G18509GD	12
G37508YX	Saccharide	1599.56562351	2006.01947554	G28541PG	G55719HL	G48690MB	9
G37509SZ	Topology	1827.6766306	2262.16178277	G68318VE	G80294ZS	G37509SZ	10
G37509VW	Topology	2590.95125317	3221.65550632	G24797MR	G73565MO	G37509VW	14
G37511RU	Saccharide	836.29100094	1060.54140206	G63053UD	G72763JE	G56236CP	4
G37522FF	Saccharide	1761.61844701	2210.11924926	G13144LI	G05360GS	G22323DR	10
G37530LM	Saccharide	791.317156085	1001.55190713	G79500ZM	G80517ZY	G59130AK	4
G37532TR	Saccharide	342.1162117	454.24141226	G90627TW	G90960QG	G54123GR	2
G37534XN	Composition	1145.42213441	1425.73513582	G58512JV	G37534XN		7
G37536PP	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G05956ZF	3
G37552GA	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G93921SI	4
G37552GO	Saccharide	2087.77746694	2578.32521938	G34029GR	G39438KB	G33322SU	11
G37556DJ	Topology	1989.7294541	2466.26155647	G85740DB	G64730RH	G37556DJ	11
G37559NT	Topology	2223.80340699	2756.39810966	G83282IU	G79625ND	G37559NT	12
G37561FL	Saccharide	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G55430NA	8
G37561SP	Saccharide	545.195584305	699.367735075	G05394UY	G03102IC	G75621XF	3
G37562WX	Saccharide	2957.10385038	3657.88635388	G84425OG	G45127TQ	G24215FL	17
G37563FN	Saccharide	1728.60821665	2163.09336882	G68190MT	G94020CX	G26070RB	9
G37581LU	Saccharide	1890.66104015	2367.19314253	G60644BF	G31261NL	G17018UT	10
G37584UP	Saccharide	512.18535394	652.34185464	G87636JF	G77854OM	G08178PQ	2
G37585UQ	Topology	1405.52297075	1741.89857243	G28997IA	G77714BM	G37585UQ	8
G37588BP	Saccharide	2898.04158444	3598.82408794	G81124ET	G67929YA	G11562WQ	16
G37588ZB	Saccharide	3099.10530697	3841.93476068	G95517DQ	G40992GJ		16
G37591GY	Saccharide	326.08491156	424.19446205	G84854EH	G57732QI	G11568GD	2
G37591JC	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G37427AX	10
G37597FW	Saccharide	2354.8616502	2915.487653	G80735OA	G34026PF	G47875DE	13
G37597VQ	Saccharide	1259.46506188	1567.80936342	G80475RE	G55710AV	G34258QU	7
G37601IJ	Saccharide	1478.53934912	1842.94625094	G72787SB	G14445VK	G40589GT	8
G37601UJ	Saccharide	1827.6766306	2262.16178277	G68318VE	G80294ZS		10
G37605QB	Saccharide	1234.43342741	1556.79337902	G06110VR	G79807LP	G88615UK	7
G37610SF	Topology	718.26439221	900.46784312	G54968WM	G12379UK	G37610SF	4
G37612TM	Saccharide	2206.75036841	2781.39202128	G58087IP	G09611TJ	G65006SL	13
G37619KE	Saccharide	424.16930991	536.29451047	G27391WQ	G94131HY	G86947FH	2
G37626KE	Saccharide	3170.10603527	3940.96678912	G73219XT	G13248CW	G29854DQ	15
G37626QS	Topology	2733.97311086	3392.70866415	G25569EP	G58076ER	G37626QS	14
G37626XQ	Saccharide	2368.84091476	2943.48256763	G42039FI	G83385WA	G69616RY	12
G37629LW	Saccharide	1144.40173331	1438.73038478	G95024TJ	G44519PR	G58344DV	6
G37638KH	Saccharide	1099.42788845	1379.74088985	G54878VH	G89650RP	G79021MB	6
G37641EM	Saccharide	734.29569235	930.51479333	G72061XS	G27322KS	G14873KU	4
G37642WS	Saccharide	2808.00989034	3480.76109369	G13861EC	G95054EI	G27125PI	15
G37648MM	Topology	2808.00989034	3480.76109369	G13861EC	G95054EI	G37648MM	15
G37651NV	Topology	1655.59183828	2062.04569031	G98993TR	G46433HY	G37651NV	9
G37653KL	Saccharide	1097.41223838	1363.70958971	G02809YH	G23960RZ	G54165VC	6
G37655HY	Saccharide	2659.9363314	3304.65623461	G60987NO	G28456GX	G06341KP	13
G37655TX	Topology	573.154113425	727.326264195	G52952NI	G01746BG	G37655TX	3
G37659EV	BaseComposition	2639.99412102	3242.66707403	G37659EV			14
G37663DS	Saccharide	395.106375295		G76650GT	G83526US	G17940GN	2
G37664BH	Saccharide	1275.45997651	1597.81992812	G23453IV	G04263GM	G37692XE	7
G37676KD	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH	G27860IO	11
G37681WS	Saccharide	1314.4331527	1678.84005452	G97591GH	G61307IR	G94887MJ	8
G37682CJ	Saccharide	3099.10530697	3841.93476068	G95517DQ	G40992GJ	G72877CE	16
G37689ZA	Saccharide	748.27495691	944.49405789	G53434XO	G51934ND	G51057EI	4
G37692XE	Topology	1275.45997651	1597.81992812	G57776ZU	G04263GM	G37692XE	7
G37696FJ	Saccharide	2079.76114819	2598.34020078	G66715AB	G51464JJ	G18855AX	11
G37716UQ	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G83914PP	3
G37717BK	Saccharide	789.301506015	985.520606995	G88713AC	G71743JP	G86732WC	4
G37736TM	Saccharide	180.0633882	250.14163855	G81399MY	G80753ZP	G37736TM	1
G37738XF	Saccharide	1113.40715301	1393.72015442	G60145BJ	G64922VJ	G47052MI	6
G37745NY	Saccharide	2119.79244833	2610.34020078	G65807AE	G76994CV	G91874YO	12
G37745TJ	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G98013XS	3
G37748CT	Topology	1314.4331527	1678.84005452	G97591GH	G61307IR	G37748CT	8
G37749YU	Saccharide	397.122025365	509.247225925	G05931YV	G96165GK	G74304EC	2
G37752FV	Saccharide	2384.83582939	2973.49313233	G62663SV	G37752FV		12
G37772BP	Composition	674.23817744	856.44162835	G22312GP	G37772BP		3
G37772CO	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH		11
G37779JP	Saccharide	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G41168HB	6
G37781BB	Topology	1512.56998059	1890.99253248	G03230IY	G63900EL	G37781BB	9
G37805DA	Saccharide	998.34382444	1264.64117577	G14090IF	G08718YM	G92742GL	5
G37809PL	Saccharide	1391.50732068	1727.88292236	G84164DF	G99834WZ	G76576GA	8
G37815LJ	Topology	1289.43924107	1625.81484275	G77976VJ	G94660EY	G37815LJ	6
G37816PP	Saccharide	2677.9468961	3336.68244938	G08762OF	G37816PP		14
G37818NZ	Saccharide	2953.0473981	3667.84555167	G27898DM	G37818NZ		15
G37825LG	Saccharide	2030.7560032	2507.28810558	G56610MH	G52494WI		11
G37827FY	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G18774MF	9
G37830TX	Saccharide	1218.43851278	1526.78281432	G82364UA	G21581IH	G04281RT	7
G37830ZV	Topology	952.26557409	1190.53162528	G55299GS	G56571PB	G37830ZV	5
G37834XB	Saccharide	1289.43924107	1625.81484275	G77976VJ	G37834XB		6
G37841NF	Saccharide	1275.45997651	1597.81992812	G57776ZU	G04263GM	G26500IJ	7
G37841WI	Saccharide	2137.80301303	2656.38206562	G57965WS	G88851YP	G34194GT	12
G37845OW	Saccharide	1915.69267463	2378.20912694	G12295AY	G71834LX	G15514FC	10
G37857LW	Saccharide	1316.48652562	1638.84647723	G35029YA	G83162QK	G89820BU	7
G37861OJ	Saccharide	910.20423616	1092.40768707	G88214CS	G99080VN	G30656BO	4
G37862DQ	Saccharide	326.12129707	424.23084756	G08453HV	G53862OE	G44794CK	2
G37863IQ	Saccharide	869.301231305	1107.56728249	G15666IG	G13628FE	G66164GQ	5
G37863SX	Saccharide	1931.68758926	2408.21969164	G58312FA	G99294HS	G98745MS	10
G37867ZC	Saccharide	488.17412057	628.33062127	G89864HJ	G58169SI	G40539WX	3
G37868JH	Saccharide	2500.91955907	3089.57686201	G05049IC	G45978IP		14
G37868ZX	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G17286UL	10
G37873KP	Topology	3288.20541501	4059.06616886	G90444EI	G56799VA	G37873KP	18
G37873UC	Topology	3099.10530697	3841.93476068	G95517DQ	G40992GJ	G37873UC	16
G37879VE	Saccharide	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G65533MH	7
G37891WT	Saccharide	674.23817744	856.44162835	G22312GP	G19671XU	G10746HE	3
G37900MX	Saccharide	1462.54443449	1812.93568624	G25987BV	G69032VE	G37900MX	8
G37912XZ	Composition	4062.42325098	5043.51875588	G71309TZ	G37912XZ		20
G37916TP	Topology	2370.85656483	2945.4982177	G43669FQ	G57860PF	G37916TP	13
G37917UZ	Saccharide	1160.39664794	1468.74094948	G71529UW	G19160IM	G64433JO	6
G37917YA	Topology	1640.59217262	2047.04602465	G10486CT	G46544JG	G37917YA	9
G37918WY	Topology	998.34382444	1264.64117577	G14090IF	G08718YM	G37918WY	5
G37919IW	Saccharide	2603.91011663	3248.63001985	G62054DD	G16327GT	G94355WQ	13
G37919OJ	Saccharide	1640.59217262	2047.04602465	G10486CT	G46544JG	G69418MN	9
G37922UH	Saccharide	2019.70363329	2524.2670358	G75764QI	G43275VO	G97760FF	10
G37943IX	Composition	2201.8078237	2748.41817643	G05109NU	G37943IX		13
G37957OL	Saccharide	691.253493175	873.456944085	G11235SR	G03577SC	G18750NX	4
G37967JK	Saccharide	1027.28636916		G41170RM	G32126LE	G84457XI	6
G37969WK	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G67480NQ	9
G37973OF	Topology	1974.72978843	2465.27754088	G97575KP	G27617NJ	G37973OF	10
G37974GN	Saccharide	1510.55433052	1874.96123234	G90665OT	G78254ZM	G95063JB	9
G37983OQ	Topology	3171.12643637	3927.97154015	G83744JN	G40360IE	G37983OQ	16
G37986HU	Saccharide	1712.61330202	2133.08280412	G50616BB	G25509HT	G02340QD	9
G37990ZT	Saccharide	2953.0473981	3667.84555167	G27898DM	G88089PY	G36189TM	15
G37997JT	Saccharide	2222.78300589	2769.39335862	G49174JP	G73366EA	G97599MN	11
G37997VP	Topology	1802.64499612	2251.14579836	G02886BB	G99872BC	G37997VP	10
G37998ZQ	Topology	545.195584305	699.367735075	G05394UY	G27221EC	G37998ZQ	3
G38004VG	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G14507OW	2
G38006RV	Topology	853.306316675	1077.5567178	G54630CD	G31022UW	G38006RV	5
G38015EF	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G92495JT	4
G38016EX	Saccharide	979.312858635	1217.57890982	G13436HZ	G25958WS	G82688JB	5
G38019PR	Saccharide	2208.80374133	2741.39844399	G49906RN	G15971GJ	G11723WR	12
G38022PE	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G29419HY	14
G38024UW	Saccharide	504.1690352	658.34118597	G39365VM	G39466FU	G94822NJ	3
G38028NH	Saccharide	180.0633882	250.14163855	G81399MY	G43523TH	G38028NH	1
G38029ML	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G92783HT	12
G38035YJ	Saccharide	340.14818051	480.30468121	G33261MF	G89172MA	G03671RW	2
G38037QN	Saccharide	836.29100094	1060.54140206	G63053UD	G55677NY	G08961BG	4
G38046UM	Topology	632.22761274	828.44671372	G23341KY	G53790NZ	G38046UM	3
G38046UY	Topology	2077.74549812	2582.30890064	G70382FA	G40436IV	G38046UY	11
G38047QV	Saccharide	1519.56589823	1883.97280004	G49955PK	G96281OZ	G80797CU	8
G38050LU	Composition	435.068275255		G15067LN	G38050LU		2
G38052JH	BaseComposition	1331.37703476	1653.73698636	G38052JH			7
G38052TW	Saccharide	342.1162117	454.24141226	G90627TW	G90960QG	G53230PK	2
G38052WY	Topology	1396.44334021	1704.78764175	G67486RJ	G74337VG	G38052WY	7
G38057EZ	Saccharide	2312.81469999	2887.45635286	G77131CL	G67443AS	G38906IJ	12
G38058DX	Topology	1558.53907441	1964.99292644	G31852PQ	G45552IY	G38058DX	9
G38072IQ	Saccharide	2224.79865596	2785.42465876	G44275VO	G24141HX	G87962JM	11
G38078TR	Saccharide	586.22213341	740.39428418	G58001LT	G26162MM	G51357YX	3
G38085DZ	Saccharide	1056.38568928	1322.68304061	G20956ZV	G23088YX	G27815BZ	6
G38085YD	Saccharide	1829.69228066	2278.19308291	G31625VP	G01908DT	G32155NY	10
G38100FX	Saccharide	691.253493175	873.456944085	G11235SR	G03577SC	G34090HL	4
G38100RQ	Topology	869.301231305	1107.56728249	G15666IG	G13628FE	G38100RQ	5
G38113HP	Topology	650.19055856	832.39400947	G61084RR	G14713HE	G38113HP	4
G38113WG	Saccharide	1866.60689608	2287.07639818	G63236GA	G34574WR	G21200JO	10
G38115KZ	Saccharide	2046.75091783	2537.29867028	G43769HG	G03539UU	G46448VV	11
G38121JC	Saccharide	1932.70799036	2395.22444267	G60923RB	G81910EG	G61280PE	11
G38144XV	Saccharide	1234.43342741	1556.79337902	G02815KT	G89929IA	G74852DN	7
G38148GL	Saccharide	1234.43342741	1556.79337902	G02815KT	G89929IA	G73636FD	7
G38157AO	Saccharide	853.306316675	1077.5567178	G54630CD	G82935CH	G57089NP	5
G38161UJ	Composition	2280.82487073	2827.43522346	G81088WT	G38161UJ		12
G38184ED	Topology	1512.56998059	1890.99253248	G03230IY	G63900EL	G38184ED	9
G38184NN	Saccharide	312.105647	410.21519749	G25325JY	G96227FY	G52570HD	2
G38195IZ	Topology	896.34851585	1134.61456704	G00229TF	G42231PV	G38195IZ	5
G38199RH	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G92495JT	4
G38204AX	Topology	1667.63945717	2074.0933092	G02103WZ	G65333DX	G38204AX	9
G38208CY	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G97577EP	13
G38215XX	Topology	732.28004228	914.48349319	G94583DZ	G61985YC	G38215XX	4
G38217AM	Saccharide	2198.72886182	2689.27661427	G19990PZ	G80452AC	G83269DZ	11
G38217CX	Saccharide	2254.77283515	2829.41448802	G79980BA	G33559EY	G08298VG	11
G38218YC	Topology	1975.75018954	2452.28229192	G04190CM	G61030TZ	G38218YC	11
G38225ZW	Saccharide	1218.43851278	1526.78281432	G82364UA		G18497HF	7
G38230YO	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G93767OL	12
G38238ZW	Saccharide	3332.15885876	4145.06656282	G74051XK	G08748WO	G37338GE	16
G38241TC	Saccharide	3101.14610918	3815.94426275	G78811TO	G72093CP	G48141CM	18
G38249IZ	Saccharide	2157.70231272	2648.25006516	G39346HW	G68418WR	G89203XK	11
G38252DO	Topology	3170.10603527	3940.96678912	G73219XT	G13248CW	G38252DO	15
G38255OO	Saccharide	1558.49616371	1908.88741546	G38255OO			8
G38256XD	Topology	1404.50256965	1754.8938214	G49155EM	G77556QM	G38256XD	7
G38266JX	Topology	2071.78255231	2548.31465468	G67367OT	G87814KJ	G38266JX	11
G38267IW	Saccharide	3535.23823137	4390.19288564	G90032FM	G13592BC	G66374JF	17
G38271CW	Saccharide	1567.57579425	1945.99834614	G92597CK	G92133SS	G58209EN	9
G38285SE	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G62082AD	3
G38290PW	Topology	2265.82520506	2826.45120787	G52598RF	G19086BQ	G38290PW	11
G38291RB	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G84091WA	13
G38296CU	Topology	1544.51689915	1894.9081509	G39116XR	G38754DN	G38296CU	8
G38296RM	Saccharide	2060.73018239	2565.29358491	G85010NC	G47690PH	G50570OR	10
G38297TU	Saccharide	1437.51280002	1801.91970183	G39446WN	G32909UL	G43463XA	8
G38302OM	Topology	422.082542625		G38621WW	G40783MY	G38302OM	2
G38310GJ	Saccharide	674.23817744	856.44162835	G22312GP	G37772BP	G99563LI	3
G38311BW	Topology	2297.84018646	2844.4505392	G66933CM	G22939AC	G38311BW	13
G38315QR	Saccharide	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G41168HB	6
G38316MW	Saccharide	1770.65516686	2191.12466896	G50073PQ	G12863RW	G48472LJ	10
G38322EG	Saccharide	3827.35404911	4738.37130366	G60351DX	G51146HY	G09877AJ	19
G38322NO	Saccharide	820.29608631	1030.53083736	G42932DS	G18559OI	G02275IQ	4
G38325PM	Topology	1145.42213441	1425.73513582	G58512JV	G72937EV	G38325PM	7
G38337GU	Topology	1437.51280002	1801.91970183	G39446WN	G80212LK	G38337GU	8
G38349VC	Saccharide	2264.8299561	2797.42465876	G63205FU	G10534ZV	G86006GR	12
G38351JR	Saccharide	1023.37545891	1275.65716017	G12344AO	G50498MJ	G02398MD	5
G38360ZF	Topology	1558.53907441	1964.99292644	G31852PQ	G45552IY	G38360ZF	9
G38361UZ	Saccharide	512.18535394	652.34185464	G87636JF	G77854OM	G08178PQ	2
G38362AS	Saccharide	1566.55539315	1958.99359511	G12456LJ	G11339YA	G05934VV	8
G38365AD	Topology	1665.6238071	2058.06200906	G88725PI	G10821MC	G38365AD	9
G38371WW	Saccharide	1753.63985113	2174.10935323	G27540UT	G63181KQ	G69506RU	9
G38373BD	Saccharide	2118.77204723	2623.33544975	G26469QK	G09782NR	G87823PQ	11
G38373IO	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G74696VO	2
G38395YJ	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G38397KO	Topology	2299.85583653	2860.48183934	G13835VN	G65071ON	G38397KO	13
G38398IX	Saccharide	1289.43924107	1625.81484275	G77976VJ	G39632CM	G32476MI	6
G38401SD	Saccharide	1218.43851278	1526.78281432	G82364UA	G32116PG	G00396DP	7
G38402DW	Saccharide	748.27495691	944.49405789	G63628AV	G51934ND	G51057EI	4
G38404PP	Saccharide	1640.59217262	2047.04602465	G10486CT	G73811LP	G22750HG	9
G38407OC	Saccharide	2296.81978536	2857.44578816	G52478RN	G52223PR	G09811CA	12
G38407UP	Saccharide	1072.38060391	1352.69360531	G66538GV	G18274YO	G58858DY	6
G38409FH	Saccharide	254.10016767		G58175CM	G98417AR	G78623SV	2
G38418FR	Saccharide	2207.80849236	2726.38754496	G95174IW	G95203RC	G53426PR	12
G38419CD	Saccharide	180.0633882	250.14163855	G81399MY	G80753ZP	G51256ID	1
G38421BP	Saccharide	1023.37545891	1275.65716017	G12344AO	G50498MJ	G43187MV	5
G38422IY	Topology	2587.915202	3218.61945515	G34447YB	G60942FK	G38422IY	13
G38426SE	Saccharide	1318.50217569	1654.87777737	G26195QL	G89516XH	G69430SP	7
G38428IO	Saccharide	707.248407805	903.467508785	G08590QR	G40866TN	G74063JC	4
G38431XF	Topology	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G38431XF	7
G38437KG	Topology	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G38437KG	6
G38439VB	Saccharide	513.205755045	639.346605675	G93183TM	G06157WU	G53775FS	3
G38445HB	Saccharide	2222.78300589	2769.39335862	G49174JP	G73366EA	G43679GQ	11
G38448UQ	Topology	2896.02593437	3596.80843787	G41877YR	G42347VK	G38448UQ	15
G38450KX	Saccharide	877.317550045	1101.56795117	G85811SG	G11785HS	G55507CF	4
G38461NL	Composition	2623.96148354	3268.68138675	G26549QP	G38461NL		15
G38465NT	Saccharide	1195.37961767	1475.69261908	G97005WI	G14436TJ	G08275UE	6
G38472EA	Topology	1771.65041583	2220.15121807	G56656NW	G99102SZ	G38472EA	9
G38473PC	Saccharide	2587.915202	3218.61945515	G34447YB	G60942FK	G08875HF	13
G38475OD	Saccharide	1072.38060391	1352.69360531	G92050GC	G86052EW	G46554NZ	6
G38478FP	Composition	1950.71855506	2441.26630751	G61405WF	G38478FP		11
G38478SQ	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G74696VO	2
G38488ZJ	Saccharide	1882.64472141	2373.19247386	G80920RR	G14351DY	G42403ST	11
G38490TT	Saccharide	1558.53907441	1964.99292644	G31852PQ	G45552IY	G64916BF	9
G38492YD	Saccharide	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G32929ZA	6
G38508YT	Topology	2151.78227759	2670.36133019	G44211QA	G15715XI	G38508YT	12
G38523ML	Saccharide	1355.45970181	1719.86660362	G85945LZ	G54095ZD	G96644EE	8
