ncbi_gene_id	gene_symbol	association_type	disease_id	source
NCBIGene:7012	TERC	UNKNOWN	ORPHA:88	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51119	SBDS	UNKNOWN	ORPHA:88	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7015	TERT	UNKNOWN	ORPHA:88	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:11146	GLMN	UNKNOWN	ORPHA:83454	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5265	SERPINA1	UNKNOWN	ORPHA:178396	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:196385	DNAH10	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:221481	ARMC12	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10566	AKAP3	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:144132	DNHD1	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:26074	CFAP61	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6795	AURKC	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:286464	CFAP47	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:80173	IFT74	UNKNOWN	ORPHA:137893	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2301	FOXE3	UNKNOWN	ORPHA:83461	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9051	PSTPIP1	UNKNOWN	ORPHA:251523	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55157	DARS2	UNKNOWN	ORPHA:137898	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5190	PEX6	UNKNOWN	ORPHA:95433	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:462	SERPINC1	UNKNOWN	ORPHA:82	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4210	MEFV	UNKNOWN	ORPHA:3243	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:64788	LMF1	UNKNOWN	ORPHA:535453	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:92935	MARS2	UNKNOWN	ORPHA:447954	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:672	BRCA1	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10459	MAD2L2	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7516	XRCC2	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:29089	UBE2T	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:675	BRCA2	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55120	FANCL	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2177	FANCD2	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2175	FANCA	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2187	FANCB	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2176	FANCC	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2178	FANCE	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2188	FANCF	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2189	FANCG	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5888	RAD51	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5889	RAD51C	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55159	RFWD3	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:83990	BRIP1	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57697	FANCM	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79728	PALB2	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84464	SLX4	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2072	ERCC4	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55215	FANCI	UNKNOWN	ORPHA:84	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55187	VPS13D	UNKNOWN	ORPHA:95434	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:27072	VPS41	UNKNOWN	ORPHA:95434	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:375748	ERCC6L2	UNKNOWN	ORPHA:401764	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10367	MICU1	UNKNOWN	ORPHA:401768	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:124454	EARS2	UNKNOWN	ORPHA:314051	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7274	TTPA	UNKNOWN	ORPHA:96	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7428	VHL	UNKNOWN	ORPHA:238557	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:773	CACNA1A	UNKNOWN	ORPHA:97	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:26278	SACS	UNKNOWN	ORPHA:98	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1337	COX6A1	UNKNOWN	ORPHA:435998	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9698	PUM1	UNKNOWN	ORPHA:642747	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84342	COG8	UNKNOWN	ORPHA:95428	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6662	SOX9	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6845	VAMP7	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51741	WWOX	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4214	MAP3K1	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2516	NR5A1	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7490	WT1	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:58524	DMRT3	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57647	DHX37	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6736	SRY	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23414	ZFPM2	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:190	NR0B1	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2626	GATA4	UNKNOWN	ORPHA:251510	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1906	EDN1	UNKNOWN	ORPHA:137888	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5332	PLCB4	UNKNOWN	ORPHA:137888	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2773	GNAI3	UNKNOWN	ORPHA:137888	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:175	AGA	UNKNOWN	ORPHA:93	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2395	FXN	UNKNOWN	ORPHA:95	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4669	NAGLU	UNKNOWN	ORPHA:447964	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23328	SASH1	UNKNOWN	ORPHA:447961	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9241	NOG	UNKNOWN	ORPHA:3237	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8200	GDF5	UNKNOWN	ORPHA:3237	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2254	FGF9	UNKNOWN	ORPHA:3237	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:383	ARG1	UNKNOWN	ORPHA:90	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1588	CYP19A1	UNKNOWN	ORPHA:91	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6885	MAP3K7	UNKNOWN	ORPHA:3238	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6886	TAL1	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4609	MYC	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6965	TRG	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:30012	TLX3	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8021	NUP214	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:25	ABL1	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1029	CDKN2A	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4849	CNOT3	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3187	HNRNPH1	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1654	DDX3X	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3195	TLX1	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4602	MYB	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6491	STIL	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:613	BCR	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8301	PICALM	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8115	TCL1A	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8028	MLLT10	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6297	SALL2	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6418	SET	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2322	FLT3	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6964	TRD	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6957	TRB	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7704	ZBTB16	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6955	TRA	UNKNOWN	ORPHA:99861	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6519	SLC3A1	UNKNOWN	ORPHA:238523	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9581	PREPL	UNKNOWN	ORPHA:238523	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79823	CAMKMT	UNKNOWN	ORPHA:238523	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7840	ALMS1	UNKNOWN	ORPHA:64	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7025	NR2F1	UNKNOWN	ORPHA:401777	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3769	KCNJ13	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:343035	RD3	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:145226	RDH12	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1406	CRX	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:64802	NMNAT1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57096	RPGRIP1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:80184	CEP290	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10383	TUBB4B	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9742	IFT140	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:85015	USP45	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6121	RPE65	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23418	CRB1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5130	PCYT1A	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9657	IQCB1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:392255	GDF6	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23746	AIPL1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3000	GUCY2D	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9227	LRAT	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55812	SPATA7	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7287	TULP1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:167691	LCA5	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3614	IMPDH1	UNKNOWN	ORPHA:65	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2629	GBA1	UNKNOWN	ORPHA:85212	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:775	CACNA1C	UNKNOWN	ORPHA:595105	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:775	CACNA1C	UNKNOWN	ORPHA:595109	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1282	COL4A1	UNKNOWN	ORPHA:73229	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5189	PEX1	UNKNOWN	ORPHA:3220	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5190	PEX6	UNKNOWN	ORPHA:3220	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84947	SERAC1	UNKNOWN	ORPHA:352328	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5265	SERPINA1	UNKNOWN	ORPHA:60	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:128674	PROKR2	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:89884	LHX4	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55717	WDR11	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6091	ROBO1	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8820	HESX1	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:50937	CDON	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23432	GPR161	UNKNOWN	ORPHA:95496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6442	SGCA	UNKNOWN	ORPHA:62	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8891	EIF2B3	UNKNOWN	ORPHA:99853	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8893	EIF2B5	UNKNOWN	ORPHA:99853	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8892	EIF2B2	UNKNOWN	ORPHA:99853	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8890	EIF2B4	UNKNOWN	ORPHA:99853	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57505	AARS2	UNKNOWN	ORPHA:99853	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1967	EIF2B1	UNKNOWN	ORPHA:99853	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8891	EIF2B3	UNKNOWN	ORPHA:99854	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8893	EIF2B5	UNKNOWN	ORPHA:99854	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8892	EIF2B2	UNKNOWN	ORPHA:99854	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8890	EIF2B4	UNKNOWN	ORPHA:99854	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1967	EIF2B1	UNKNOWN	ORPHA:99854	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2624	GATA2	UNKNOWN	ORPHA:3226	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5327	PLAT	UNKNOWN	ORPHA:480528	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10613	ERLIN1	UNKNOWN	ORPHA:401785	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5345	SERPINF2	UNKNOWN	ORPHA:79	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5626	PROP1	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2736	GLI2	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:89884	LHX4	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3170	FOXA2	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5449	POU1F1	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8820	HESX1	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5015	OTX2	UNKNOWN	ORPHA:95494	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:168667	BMPER	UNKNOWN	ORPHA:85200	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23522	KAT6B	UNKNOWN	ORPHA:85201	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4256	MGP	UNKNOWN	ORPHA:85202	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2027	ENO3	UNKNOWN	ORPHA:99849	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84033	OBSCN	UNKNOWN	ORPHA:99845	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23175	LPIN1	UNKNOWN	ORPHA:99845	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4512	MT-CO1	UNKNOWN	ORPHA:99845	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4514	MT-CO3	UNKNOWN	ORPHA:99845	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51128	SAR1B	UNKNOWN	ORPHA:71	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4437	MSH3	UNKNOWN	ORPHA:480536	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3689	ITGB2	UNKNOWN	ORPHA:99842	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55343	SLC35C1	UNKNOWN	ORPHA:99843	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23204	ARL6IP1	UNKNOWN	ORPHA:401780	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:83706	FERMT3	UNKNOWN	ORPHA:99844	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:939	CD27	UNKNOWN	ORPHA:238505	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:270	AMPD1	UNKNOWN	ORPHA:45	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:272	AMPD3	UNKNOWN	ORPHA:45	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:158	ADSL	UNKNOWN	ORPHA:46	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9101	USP8	UNKNOWN	ORPHA:401795	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:695	BTK	UNKNOWN	ORPHA:47	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10149	ADGRG2	UNKNOWN	ORPHA:48	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1080	CFTR	UNKNOWN	ORPHA:48	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:103	ADAR	UNKNOWN	ORPHA:41	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:34	ACADM	UNKNOWN	ORPHA:42	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:343637	RSPO4	UNKNOWN	ORPHA:94150	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55670	PEX26	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5824	PEX19	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5828	PEX2	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8504	PEX3	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9409	PEX16	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5190	PEX6	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8799	PEX11B	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5830	PEX5	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5189	PEX1	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5193	PEX12	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5194	PEX13	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5195	PEX14	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5192	PEX10	UNKNOWN	ORPHA:44	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3977	LIFR	UNKNOWN	ORPHA:3206	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3572	IL6ST	UNKNOWN	ORPHA:3206	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6389	SDHA	UNKNOWN	ORPHA:3208	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6390	SDHB	UNKNOWN	ORPHA:3208	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6392	SDHD	UNKNOWN	ORPHA:3208	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:644096	SDHAF1	UNKNOWN	ORPHA:3208	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4609	MYC	UNKNOWN	ORPHA:480541	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:596	BCL2	UNKNOWN	ORPHA:480541	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:604	BCL6	UNKNOWN	ORPHA:480541	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4882	NPR2	UNKNOWN	ORPHA:40	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6521	SLC4A1	UNKNOWN	ORPHA:3202	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9780	PIEZO1	UNKNOWN	ORPHA:3202	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3783	KCNN4	UNKNOWN	ORPHA:3202	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6509	SLC1A4	UNKNOWN	ORPHA:447997	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6005	RHAG	UNKNOWN	ORPHA:3203	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7201	TRHR	UNKNOWN	ORPHA:99832	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6314	ATXN7	UNKNOWN	ORPHA:94147	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84876	ORAI1	UNKNOWN	ORPHA:3204	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6786	STIM1	UNKNOWN	ORPHA:3204	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:29072	SETD2	UNKNOWN	ORPHA:597743	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2776	GNAQ	UNKNOWN	ORPHA:3205	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3081	HGD	UNKNOWN	ORPHA:56	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:226	ALDOA	UNKNOWN	ORPHA:57	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6567	SLC16A2	UNKNOWN	ORPHA:59	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1186	CLCN7	UNKNOWN	ORPHA:53	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8943	AP3D1	UNKNOWN	ORPHA:54	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4935	GPR143	UNKNOWN	ORPHA:54	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:83959	SLC4A11	UNKNOWN	ORPHA:1490	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6785	ELOVL4	UNKNOWN	ORPHA:352333	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3897	L1CAM	UNKNOWN	ORPHA:1497	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9990	SLC12A6	UNKNOWN	ORPHA:1496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57724	EPG5	UNKNOWN	ORPHA:1493	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10535	RNASEH2A	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84153	RNASEH2C	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:25939	SAMHD1	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79621	RNASEH2B	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:103	ADAR	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:11277	TREX1	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:100147744	RNU7-1	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:134353	LSM11	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:64135	IFIH1	UNKNOWN	ORPHA:51	http://www.orphadata.org/data/xml/en_product6.xml
