glycan_ID,order,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,pubChem
G53504BR,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53504BR,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53504BR,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53504BR,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53504BR,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53504BR,7,N-glycan_a-D-Neup5Ac_17,N17,Neu5Ac,a,D,p,N3,3,Neu5Ac
G53504BR,8,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G53504BR,9,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G53504BR,10,N-glycan_a-D-Neup5Ac_14,N14,Neu5Ac,a,D,p,N8,6,Neu5Ac
G53504BR,11,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53504BR,12,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53504BR,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53504BR,14,N-glycan_a-D-Neup5Ac_13,N13,Neu5Ac,a,D,p,N6,6,Neu5Ac
G53504BR,15,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G53504BR,16,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G53504BR,17,N-glycan_a-D-Neup5Ac_38,N38,Neu5Ac,a,D,p,N10,3,Neu5Ac
G53504BR,18,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G53667CH,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G53667CH,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53667CH,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53667CH,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53667CH,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53667CH,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53667CH,7,N-glycan_a-D-Neup5Gc_47,N47,Neu5Gc,a,D,p,N3,6,Neu5Gc
G53667CH,8,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G53667CH,9,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G53667CH,10,N-glycan_a-D-Neup5Gc_48,N48,Neu5Gc,a,D,p,N8,6,Neu5Gc
G53667CH,11,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53667CH,12,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53667CH,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53667CH,14,N-glycan_a-D-Neup5Gc_49,N49,Neu5Gc,a,D,p,N6,6,Neu5Gc
G53667CH,15,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G53752TA,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G53752TA,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53752TA,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53752TA,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53752TA,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53752TA,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53752TA,7,N-glycan_a-D-Neup5Ac_17,N17,Neu5Ac,a,D,p,N3,3,Neu5Ac
G53752TA,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53752TA,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53752TA,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53752TA,11,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G53812BX,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G53812BX,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53812BX,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53812BX,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53812BX,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53812BX,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53812BX,7,N-glycan_a-D-Neup5Ac_17,N17,Neu5Ac,a,D,p,N3,3,Neu5Ac
G53812BX,8,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G53812BX,9,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G53812BX,10,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53812BX,11,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53812BX,12,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53812BX,13,N-glycan_a-D-Neup5Ac_16,N16,Neu5Ac,a,D,p,N6,3,Neu5Ac
G53854XZ,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G53854XZ,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53854XZ,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53854XZ,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53854XZ,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53854XZ,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53854XZ,7,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G53854XZ,8,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G53854XZ,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53854XZ,10,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53854XZ,11,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53854XZ,12,N-glycan_b-D-GlcpNAc_31,N31,GlcNAc,b,D,p,N4,4,GlcNAc
G53854XZ,13,N-glycan_b-D-Galp_32,N32,Gal,b,D,p,N31,4,Gal
G53854XZ,14,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G53854XZ,15,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G53854XZ,16,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G53858MF,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G53858MF,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53858MF,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53858MF,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53858MF,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53858MF,6,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G53858MF,7,N-glycan_b-D-Galp_28,N28,Gal,b,D,p,N7,3,Gal
G53858MF,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53858MF,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53931MC,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G53931MC,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53931MC,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53931MC,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53931MC,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53931MC,6,N-glycan_b-D-GlcpNAc_11,N11,GlcNAc,b,D,p,NC,4,GlcNAc
G53931MC,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53931MC,8,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G53933HU,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G53933HU,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53933HU,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53933HU,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53933HU,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53933HU,6,N-glycan_b-D-GalpNAc_29,N29,GalNAc,b,D,p,N2,4,GalNAc
G53933HU,7,N-glycan_a-D-Neup5Ac_69,N69,Neu5Ac,a,D,p,N29,6,Neu5Ac
G53933HU,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53956RO,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G53956RO,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53956RO,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53956RO,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53956RO,5,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G53956RO,6,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53956RO,7,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53962WT,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G53962WT,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53962WT,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53962WT,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53962WT,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53962WT,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53962WT,7,N-glycan_a-D-Neup5Ac_17,N17,Neu5Ac,a,D,p,N3,3,Neu5Ac
G53962WT,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53962WT,9,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G53989JC,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G53989JC,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53989JC,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53989JC,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53989JC,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53989JC,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53989JC,7,N-glycan_a-D-Neup5Ac_12,N12,Neu5Ac,a,D,p,N3,6,Neu5Ac
G53989JC,8,N-glycan_b-D-GlcpNAc_11,N11,GlcNAc,b,D,p,NC,4,GlcNAc
G53989JC,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53989JC,10,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53989JC,11,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53993HS,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G53993HS,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G53993HS,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G53993HS,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G53993HS,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G53993HS,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G53993HS,7,N-glycan_a-D-Neup5Ac_12,N12,Neu5Ac,a,D,p,N3,6,Neu5Ac
G53993HS,8,N-glycan_b-D-GlcNAcp_E87,NE87,GlcNAc,b,D,p,N1,6,GlcNAc
G53993HS,9,N-glycan_b-D-Galp_E93,NE93,Gal,b,D,p,NE87,4,Gal
G53993HS,10,N-glycan_a-D-Neu5Acp_E95,NE95,Neu5Ac,a,D,p,NE93,6,Neu5Ac
G53993HS,11,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G53993HS,12,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G53993HS,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G53993HS,14,N-glycan_a-D-Neup5Ac_13,N13,Neu5Ac,a,D,p,N6,6,Neu5Ac
G53993HS,15,N-glycan_b-D-GlcpNAc_31,N31,GlcNAc,b,D,p,N4,4,GlcNAc
G53993HS,16,N-glycan_b-D-Galp_32,N32,Gal,b,D,p,N31,4,Gal
G53993HS,17,N-glycan_a-D-Neup5Ac_46,N46,Neu5Ac,a,D,p,N32,3,Neu5Ac
G53993HS,18,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G54073XZ,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G54073XZ,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54073XZ,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54073XZ,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54073XZ,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54073XZ,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G54073XZ,7,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G54073XZ,8,N-glycan_a-L-Fucp_18,N18,Fuc,a,L,p,N7,3,Fuc
G54073XZ,9,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G54073XZ,10,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54073XZ,11,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G54073XZ,12,N-glycan_a-L-Fucp_42,N42,Fuc,a,L,p,N5,3,Fuc
G54073XZ,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G54073XZ,14,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G54149OE,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G54149OE,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54149OE,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54149OE,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54149OE,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54149OE,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G54149OE,7,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G54149OE,8,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G54149OE,9,N-glycan_a-D-Galp_39,N39,Gal,a,D,p,N8,3,Gal
G54149OE,10,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54149OE,11,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G54149OE,12,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G54149OE,13,N-glycan_a-D-Galp_50,N50,Gal,a,D,p,N6,3,Gal
G54149OE,14,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G54300AX,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G54300AX,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54300AX,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54300AX,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54300AX,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54300AX,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G54300AX,7,N-glycan_a-D-Neup5Ac_17,N17,Neu5Ac,a,D,p,N3,3,Neu5Ac
G54300AX,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54300AX,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G54300AX,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G54300AX,11,N-glycan_a-D-Neup5Ac_16,N16,Neu5Ac,a,D,p,N6,3,Neu5Ac
G54300AX,12,N-glycan_b-D-GlcpNAc_31,N31,GlcNAc,b,D,p,N4,4,GlcNAc
G54300AX,13,N-glycan_b-D-Galp_32,N32,Gal,b,D,p,N31,4,Gal
G54300AX,14,N-glycan_a-D-Neu5Acp_E6,NE6,Neu5Ac,a,D,p,N32,6,Neu5Ac
G54466RT,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,a,D,p,no_id,0,GlcNAc
G54466RT,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54466RT,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54466RT,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54466RT,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54466RT,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G54466RT,7,N-glycan_a-D-Neup5Ac_12,N12,Neu5Ac,a,D,p,N3,6,Neu5Ac
G54466RT,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54466RT,9,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G54611ZT,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G54611ZT,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54611ZT,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54611ZT,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54611ZT,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54611ZT,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G54611ZT,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54611ZT,8,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G54611ZT,9,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G54611ZT,10,N-glycan_b-D-Galp_45,N45,Gal,b,D,p,N6,3,Gal
G54611ZT,11,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G54953LX,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G54953LX,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54953LX,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54953LX,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54953LX,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54953LX,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G54953LX,7,N-glycan_b-D-GlcpNAc_62,N62,GlcNAc,b,D,p,N3,3,GlcNAc
G54953LX,8,N-glycan_b-D-Galp_63,N63,Gal,b,D,p,N62,4,Gal
G54953LX,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54953LX,10,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G54953LX,11,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G54953LX,12,N-glycan_b-D-GlcpNAc_59,N59,GlcNAc,b,D,p,N6,3,GlcNAc
G54953LX,13,N-glycan_b-D-Galp_60,N60,Gal,b,D,p,N59,4,Gal
G54953LX,14,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G54956ME,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G54956ME,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G54956ME,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G54956ME,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G54956ME,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G54956ME,6,N-glycan_a-L-Fucp_41,N41,Fuc,a,L,p,N2,3,Fuc
G54956ME,7,N-glycan_b-D-GalpNAc_29,N29,GalNAc,b,D,p,N2,4,GalNAc
G54956ME,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G54956ME,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G54956ME,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G54956ME,11,N-glycan_a-D-Neup5Ac_16,N16,Neu5Ac,a,D,p,N6,3,Neu5Ac
G54956ME,12,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G55041IW,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G55041IW,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G55041IW,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G55041IW,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G55041IW,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G55041IW,6,N-glycan_b-D-GalpNAc_29,N29,GalNAc,b,D,p,N2,4,GalNAc
G55041IW,7,N-glycan_a-D-Neup5Ac_69,N69,Neu5Ac,a,D,p,N29,6,Neu5Ac
G55041IW,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G55041IW,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G55041IW,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G55070AA,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G55070AA,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G55070AA,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G55070AA,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G55070AA,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G55070AA,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G55070AA,7,N-glycan_b-D-Galp_E18,NE18,Gal,b,D,p,N3,3,Gal
G55070AA,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G55070AA,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G55070AA,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G55070AA,11,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G55143WF,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G55143WF,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G55143WF,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G55143WF,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G55143WF,5,N-glycan_a-D-Manp_21,N21,Man,a,D,p,N1,2,Man
G55143WF,6,N-glycan_a-D-Manp_E2,NE2,Man,a,D,p,N1,6,Man
G55143WF,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G55143WF,8,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G55143WF,9,N-glycan_a-D-Manp_20,N20,Man,a,D,p,N4,6,Man
G55184GH,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G55184GH,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G55184GH,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G55184GH,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G55184GH,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G55184GH,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G55184GH,7,N-glycan_a-L-Fucp_53,N53,Fuc,a,L,p,N3,2,Fuc
G55184GH,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G55184GH,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G55184GH,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G55184GH,11,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G55220VL,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
